                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.3758,                 1.5683,                 1.0874,                0.45082,                0.40372,                0.43356,                0.24597,                 1.3233,                 1.5612,                 1.0601,             0.00059282,             0.00059282,             0.00059282
                     28,                 1.3579,                 1.5358,                 1.0867,                0.48987,                0.41222,                0.44803,                0.24514,                 1.3313,                  1.725,                 1.0747,             0.00059159,             0.00059159,             0.00059159
                     29,                 1.3811,                 1.5319,                 1.0991,                0.46985,                  0.402,                0.45105,                0.24852,                 1.3523,                  1.703,                 1.0798,             0.00059035,             0.00059035,             0.00059035
                     30,                  1.327,                 1.4996,                  1.082,                0.46047,                0.46903,                0.45763,                0.27406,                 1.2765,                  1.528,                 1.0564,             0.00058911,             0.00058911,             0.00058911
                     31,                 1.3528,                 1.4997,                 1.0863,                0.49054,                0.45704,                0.48434,                0.28888,                 1.2815,                 1.5166,                 1.0542,             0.00058787,             0.00058787,             0.00058787
                     32,                 1.3313,                 1.4328,                 1.0728,                0.50069,                 0.4731,                0.50429,                0.28923,                 1.3088,                 1.5769,                 1.0486,             0.00058664,             0.00058664,             0.00058664
                     33,                   1.36,                 1.4734,                 1.0837,                0.49174,                0.45779,                0.50081,                0.28491,                 1.3178,                 1.5958,                 1.0503,              0.0005854,              0.0005854,              0.0005854
                     34,                 1.3277,                 1.4134,                 1.0688,                 0.4436,                0.51351,                0.51933,                0.29458,                 1.3269,                  1.493,                 1.0522,             0.00058416,             0.00058416,             0.00058416
                     35,                 1.3675,                  1.436,                 1.0886,                 0.5455,                0.44644,                0.51721,                0.28831,                 1.3367,                 1.4615,                 1.0617,             0.00058292,             0.00058292,             0.00058292
                     36,                 1.3686,                 1.4201,                  1.083,                0.52657,                0.44447,                0.47654,                0.26193,                 1.3962,                 1.5836,                 1.0828,             0.00058169,             0.00058169,             0.00058169
                     37,                 1.3522,                 1.3917,                  1.072,                0.53784,                0.47632,                 0.5119,                0.28635,                 1.3355,                 1.5268,                 1.0657,             0.00058045,             0.00058045,             0.00058045
                     38,                 1.3282,                  1.377,                 1.0765,                 0.5577,                0.54377,                0.55398,                0.32372,                 1.2901,                 1.4151,                 1.0454,             0.00057921,             0.00057921,             0.00057921
                     39,                 1.3233,                 1.3692,                 1.0705,                0.52228,                 0.5365,                0.54543,                0.31114,                 1.2837,                 1.3293,                 1.0447,             0.00057797,             0.00057797,             0.00057797
                     40,                 1.2949,                 1.3402,                 1.0587,                0.48905,                0.54765,                0.51989,                0.30226,                 1.2586,                 1.3584,                 1.0369,             0.00057674,             0.00057674,             0.00057674
                     41,                 1.3043,                 1.3715,                  1.074,                0.49648,                0.53094,                0.52031,                0.29966,                 1.2612,                 1.4005,                 1.0355,              0.0005755,              0.0005755,              0.0005755
                     42,                 1.3157,                 1.3627,                 1.0689,                0.48461,                0.58262,                0.53051,                0.30515,                  1.283,                 1.4146,                  1.045,             0.00057426,             0.00057426,             0.00057426
                     43,                 1.2873,                  1.307,                   1.06,                0.54563,                0.54601,                0.57854,                0.33406,                  1.281,                 1.3969,                  1.038,             0.00057303,             0.00057303,             0.00057303
                     44,                 1.3052,                  1.332,                 1.0613,                0.59702,                0.57034,                0.60612,                0.37082,                 1.2295,                 1.3651,                 1.0266,             0.00057179,             0.00057179,             0.00057179
                     45,                 1.2976,                 1.3244,                 1.0584,                0.59162,                0.57866,                0.60315,                0.36263,                 1.2402,                 1.3686,                 1.0305,             0.00057055,             0.00057055,             0.00057055
                     46,                 1.2506,                 1.2976,                 1.0391,                0.58848,                0.59468,                0.62028,                0.37689,                 1.2195,                 1.3188,                 1.0309,             0.00056931,             0.00056931,             0.00056931
                     47,                 1.2692,                 1.2977,                  1.056,                0.54303,                 0.6726,                0.61396,                0.37411,                 1.2457,                 1.2552,                 1.0401,             0.00056808,             0.00056808,             0.00056808
                     48,                 1.2749,                 1.3136,                 1.0583,                0.56174,                0.57753,                0.61172,                0.36545,                  1.245,                 1.2817,                 1.0347,             0.00056684,             0.00056684,             0.00056684
                     49,                 1.2706,                 1.2778,                 1.0678,                0.59402,                 0.5704,                0.62251,                0.37355,                 1.2341,                    1.3,                 1.0248,              0.0005656,              0.0005656,              0.0005656
                     50,                  1.249,                 1.2519,                 1.0425,                 0.5468,                0.67127,                 0.6241,                0.37923,                 1.2334,                 1.2639,                 1.0208,             0.00056436,             0.00056436,             0.00056436
                     51,                 1.2629,                 1.2771,                 1.0372,                0.59695,                0.62955,                0.62319,                0.36444,                 1.2572,                 1.2377,                  1.026,             0.00056313,             0.00056313,             0.00056313
                     52,                 1.2572,                 1.2497,                 1.0466,                0.55236,                0.64943,                0.63046,                0.37948,                 1.2097,                 1.2083,                 1.0249,             0.00056189,             0.00056189,             0.00056189
                     53,                 1.2403,                 1.2349,                 1.0354,                0.58068,                0.62585,                0.63282,                0.38802,                 1.2184,                 1.2527,                 1.0271,             0.00056065,             0.00056065,             0.00056065
                     54,                 1.2821,                 1.2783,                  1.038,                0.52146,                0.67236,                0.58687,                0.35415,                 1.2615,                 1.4137,                  1.041,             0.00055941,             0.00055941,             0.00055941
                     55,                 1.2433,                 1.2651,                 1.0359,                0.58023,                0.69074,                0.62467,                0.36894,                 1.2702,                 1.2933,                 1.0287,             0.00055818,             0.00055818,             0.00055818
                     56,                 1.2671,                 1.2473,                 1.0442,                0.60799,                0.68516,                0.66967,                0.39622,                 1.2489,                 1.1989,                 1.0278,             0.00055694,             0.00055694,             0.00055694
                     57,                 1.2376,                  1.192,                 1.0301,                0.57391,                0.69533,                0.67396,                0.39923,                 1.2478,                 1.1991,                   1.03,              0.0005557,              0.0005557,              0.0005557
                     58,                 1.2293,                 1.1711,                 1.0185,                0.62992,                0.64171,                0.66729,                0.40264,                 1.2458,                 1.2326,                 1.0249,             0.00055446,             0.00055446,             0.00055446
                     59,                 1.1967,                  1.187,                 1.0194,                0.61031,                0.64455,                 0.6647,                0.39545,                 1.2367,                 1.2626,                 1.0159,             0.00055323,             0.00055323,             0.00055323
                     60,                 1.2246,                 1.1647,                 1.0232,                0.56462,                0.76162,                0.68486,                 0.4056,                 1.2049,                 1.2474,                 1.0183,             0.00055199,             0.00055199,             0.00055199
                     61,                 1.2504,                  1.201,                   1.04,                0.60671,                 0.6962,                0.66528,                 0.3913,                 1.2127,                 1.2425,                 1.0234,             0.00055075,             0.00055075,             0.00055075
                     62,                 1.2288,                 1.1515,                 1.0238,                0.55552,                0.74135,                0.65717,                 0.3926,                 1.2096,                 1.2232,                 1.0218,             0.00054951,             0.00054951,             0.00054951
                     63,                  1.243,                 1.1595,                 1.0236,                0.54074,                0.67736,                0.63393,                0.39305,                 1.2215,                 1.2451,                 1.0221,             0.00054827,             0.00054827,             0.00054827
                     64,                 1.2352,                 1.1818,                 1.0289,                0.59151,                0.64141,                0.63763,                0.39004,                 1.2398,                 1.3218,                 1.0232,             0.00054704,             0.00054704,             0.00054704
                     65,                 1.2296,                 1.1821,                 1.0235,                0.57846,                0.63374,                0.64214,                0.38693,                 1.2471,                 1.3365,                 1.0241,              0.0005458,              0.0005458,              0.0005458
                     66,                 1.2424,                 1.1868,                 1.0296,                0.56746,                0.61587,                0.63644,                0.37689,                 1.2195,                 1.3364,                 1.0245,             0.00054456,             0.00054456,             0.00054456
                     67,                 1.2289,                 1.1675,                 1.0352,                0.64592,                0.62283,                0.67288,                0.40306,                 1.2673,                 1.2916,                 1.0403,             0.00054332,             0.00054332,             0.00054332
                     68,                 1.2392,                 1.1561,                 1.0206,                 0.6046,                0.65481,                0.66136,                0.42258,                 1.2107,                  1.256,                  1.029,             0.00054209,             0.00054209,             0.00054209
                     69,                 1.2251,                 1.1358,                 1.0257,                0.53831,                 0.6786,                0.64808,                0.40821,                 1.1997,                 1.2459,                 1.0322,             0.00054085,             0.00054085,             0.00054085
                     70,                 1.2087,                 1.1296,                 1.0278,                 0.5333,                0.63862,                0.59846,                0.36547,                 1.2353,                 1.3707,                 1.0561,             0.00053961,             0.00053961,             0.00053961
                     71,                 1.1924,                 1.0916,                 1.0138,                0.59517,                0.63431,                0.64817,                0.39475,                 1.2413,                 1.2406,                 1.0356,             0.00053838,             0.00053838,             0.00053838
                     72,                 1.1965,                 1.0971,                 1.0282,                0.61814,                0.73402,                0.67392,                0.40165,                 1.2241,                 1.2051,                 1.0158,             0.00053714,             0.00053714,             0.00053714
                     73,                 1.1826,                  1.087,                  1.013,                0.62227,                0.75541,                0.69262,                0.40757,                 1.2045,                 1.1877,                 1.0103,              0.0005359,              0.0005359,              0.0005359
                     74,                 1.2078,                 1.0866,                 1.0192,                0.62111,                0.74477,                0.66876,                0.40396,                 1.2195,                 1.1773,                 1.0243,             0.00053466,             0.00053466,             0.00053466
                     75,                 1.2134,                 1.1054,                 1.0316,                0.57411,                0.68782,                0.64889,                0.38409,                 1.2517,                 1.2112,                 1.0249,             0.00053343,             0.00053343,             0.00053343
                     76,                 1.1947,                 1.0991,                 1.0337,                0.66264,                0.60902,                0.67042,                0.39923,                 1.2512,                  1.337,                 1.0209,             0.00053219,             0.00053219,             0.00053219
                     77,                 1.2006,                 1.0668,                 1.0121,                0.68415,                  0.584,                0.67098,                0.40415,                 1.2737,                 1.3749,                 1.0236,             0.00053095,             0.00053095,             0.00053095
                     78,                 1.1999,                 1.0846,                 1.0247,                0.56105,                0.70246,                 0.6671,                0.41128,                 1.2427,                 1.2651,                 1.0141,             0.00052971,             0.00052971,             0.00052971
                     79,                 1.1678,                 1.0446,                 1.0068,                0.58857,                 0.6926,                0.65982,                0.41201,                  1.236,                 1.2279,                 1.0263,             0.00052848,             0.00052848,             0.00052848
                     80,                 1.2059,                 1.0339,                 1.0177,                0.60082,                0.72667,                0.66839,                0.41603,                 1.1894,                 1.2206,                 1.0149,             0.00052724,             0.00052724,             0.00052724
                     81,                 1.1679,                 1.0445,                 1.0014,                0.59396,                0.74108,                0.66087,                 0.4104,                 1.2112,                  1.257,                 1.0279,               0.000526,               0.000526,               0.000526
                     82,                 1.2161,                  1.069,                 1.0248,                0.57326,                0.71649,                0.66337,                0.39527,                 1.3183,                 1.3501,                 1.0583,             0.00052476,             0.00052476,             0.00052476
                     83,                 1.2026,                 1.0664,                 1.0186,                0.61662,                0.68245,                0.68207,                0.40438,                 1.2077,                 1.2458,                 1.0247,             0.00052352,             0.00052352,             0.00052352
                     84,                 1.1747,                 1.0587,                 1.0224,                0.60985,                0.76442,                0.70616,                0.42261,                 1.1961,                 1.1707,                 1.0221,             0.00052229,             0.00052229,             0.00052229
                     85,                 1.1944,                 1.0302,                 1.0122,                0.63461,                0.71221,                0.69597,                0.41412,                 1.1955,                 1.1791,                   1.03,             0.00052105,             0.00052105,             0.00052105
                     86,                 1.1631,                 1.0074,                 1.0085,                0.62146,                0.67706,                0.68128,                0.41147,                 1.2559,                 1.2358,                 1.0227,             0.00051981,             0.00051981,             0.00051981
                     87,                 1.1536,                 1.0291,                 1.0058,                0.59365,                0.70298,                0.65868,                0.39376,                 1.3173,                  1.374,                 1.0284,             0.00051858,             0.00051858,             0.00051858
                     88,                 1.1492,                 1.0155,                      1,                 0.6326,                0.64929,                0.66649,                0.41075,                 1.2774,                 1.3065,                 1.0221,             0.00051734,             0.00051734,             0.00051734
                     89,                 1.1715,                0.98411,                0.99477,                0.67895,                0.58893,                0.67978,                0.41782,                 1.2345,                 1.2414,                 1.0214,              0.0005161,              0.0005161,              0.0005161
                     90,                 1.1443,                0.99873,                 1.0054,                0.65569,                0.61137,                0.68454,                0.41364,                 1.2512,                 1.2482,                 1.0447,             0.00051486,             0.00051486,             0.00051486
                     91,                 1.1655,                0.98892,                 1.0017,                0.66638,                0.63274,                0.68737,                0.39704,                 1.2712,                 1.2516,                 1.0487,             0.00051363,             0.00051363,             0.00051363
                     92,                 1.1637,                 1.0242,                 1.0075,                0.61612,                0.69486,                0.68685,                0.41712,                 1.2331,                 1.2473,                 1.0292,             0.00051239,             0.00051239,             0.00051239
                     93,                 1.1515,                0.97683,                 0.9973,                0.59727,                0.71049,                 0.6763,                0.41191,                 1.2327,                 1.2624,                 1.0185,             0.00051115,             0.00051115,             0.00051115
                     94,                 1.1506,                0.96481,                0.99246,                0.61149,                0.68168,                0.67038,                 0.4064,                 1.2302,                 1.2632,                 1.0114,             0.00050991,             0.00050991,             0.00050991
                     95,                 1.1618,                0.95879,                 1.0063,                0.57406,                0.77071,                0.67815,                0.41784,                 1.1961,                 1.2705,                 1.0335,             0.00050867,             0.00050867,             0.00050867
                     96,                 1.1401,                0.95138,                0.98885,                0.60007,                0.77454,                 0.6775,                0.41114,                 1.2675,                 1.3447,                 1.0904,             0.00050744,             0.00050744,             0.00050744
                     97,                 1.1397,                0.94762,                0.98752,                0.60405,                0.75321,                 0.6935,                0.42369,                 1.2637,                    1.3,                 1.0855,              0.0005062,              0.0005062,              0.0005062
                     98,                 1.1372,                0.95955,                0.99919,                0.62736,                0.71095,                 0.7321,                0.46054,                 1.2023,                 1.1803,                  1.038,             0.00050496,             0.00050496,             0.00050496
                     99,                 1.1185,                0.96649,                0.99365,                0.61119,                0.69038,                0.71667,                0.44849,                 1.1942,                 1.1781,                 1.0128,             0.00050373,             0.00050373,             0.00050373
                    100,                 1.1297,                0.96496,                0.99401,                0.68909,                0.61964,                0.68623,                 0.4248,                 1.2986,                 1.2731,                 1.0348,             0.00050249,             0.00050249,             0.00050249
                    101,                 1.1199,                0.91206,                0.99237,                0.67759,                0.61904,                0.67858,                0.41395,                  1.331,                 1.2952,                 1.0418,             0.00050125,             0.00050125,             0.00050125
                    102,                 1.1539,                0.94866,                 1.0072,                0.59707,                0.66232,                0.67877,                0.41123,                 1.3457,                 1.3032,                  1.048,             0.00050001,             0.00050001,             0.00050001
                    103,                 1.1577,                0.94728,                 1.0023,                0.59602,                0.71739,                0.68748,                 0.4229,                 1.2561,                 1.2401,                  1.028,             0.00049878,             0.00049878,             0.00049878
                    104,                 1.1103,                0.92601,                0.99776,                0.62009,                0.68438,                0.69902,                0.43705,                 1.2119,                 1.1706,                 1.0148,             0.00049754,             0.00049754,             0.00049754
                    105,                 1.1367,                0.91483,                0.99272,                0.62235,                0.70414,                0.70208,                0.44394,                 1.1974,                 1.1352,                 1.0125,              0.0004963,              0.0004963,              0.0004963
                    106,                 1.1369,                0.93708,                 1.0022,                0.60234,                0.76391,                0.70321,                0.43798,                  1.267,                 1.1522,                 1.0289,             0.00049506,             0.00049506,             0.00049506
                    107,                 1.1663,                0.93686,                0.99342,                 0.6179,                0.73905,                0.68088,                0.42043,                 1.2573,                 1.2002,                 1.0316,             0.00049383,             0.00049383,             0.00049383
                    108,                 1.1565,                0.96686,                0.99603,                0.60958,                0.72277,                0.67129,                0.41626,                  1.274,                   1.21,                 1.0335,             0.00049259,             0.00049259,             0.00049259
                    109,                 1.1162,                0.93891,                0.99216,                0.56996,                0.75753,                0.65835,                0.40553,                 1.2696,                 1.2126,                 1.0345,             0.00049135,             0.00049135,             0.00049135
                    110,                  1.158,                0.92556,                0.99317,                0.60096,                 0.6878,                0.63521,                0.39433,                 1.2158,                 1.1945,                  1.017,             0.00049011,             0.00049011,             0.00049011
                    111,                 1.1141,                0.92839,                 1.0015,                0.55642,                 0.6411,                0.62271,                0.39713,                 1.2082,                 1.2037,                 1.0088,             0.00048888,             0.00048888,             0.00048888
                    112,                 1.1108,                0.91722,                0.99176,                0.59064,                0.65339,                0.65461,                0.40764,                 1.2151,                 1.1903,                  1.005,             0.00048764,             0.00048764,             0.00048764
                    113,                 1.1195,                0.89853,                0.98713,                0.64103,                0.65801,                0.67784,                0.41581,                 1.2294,                   1.18,                 1.0114,              0.0004864,              0.0004864,              0.0004864
                    114,                 1.1041,                0.90254,                0.98722,                0.63379,                0.72336,                0.68801,                0.42327,                 1.2253,                 1.1198,                 1.0166,             0.00048516,             0.00048516,             0.00048516
                    115,                 1.1217,                0.89094,                  0.986,                0.61436,                0.71103,                0.68133,                0.42232,                  1.241,                 1.1423,                 1.0297,             0.00048393,             0.00048393,             0.00048393
                    116,                 1.1068,                0.89077,                 1.0012,                0.61901,                0.71314,                0.69206,                0.42935,                 1.2111,                 1.1715,                 1.0308,             0.00048269,             0.00048269,             0.00048269
                    117,                 1.1048,                0.88585,                0.98141,                0.61712,                0.71654,                0.69338,                0.42853,                  1.225,                 1.1834,                 1.0343,             0.00048145,             0.00048145,             0.00048145
                    118,                 1.1252,                0.90564,                 1.0013,                0.61658,                0.71412,                0.67899,                0.42485,                 1.2151,                 1.2068,                 1.0338,             0.00048021,             0.00048021,             0.00048021
                    119,                 1.1164,                0.88995,                 0.9807,                0.56048,                0.75104,                0.66827,                0.41557,                 1.2153,                 1.1973,                 1.0294,             0.00047898,             0.00047898,             0.00047898
                    120,                 1.0959,                 0.8832,                0.98261,                0.61263,                0.70893,                0.68928,                0.41838,                  1.289,                 1.1529,                 1.0362,             0.00047774,             0.00047774,             0.00047774
                    121,                 1.0666,                0.86255,                0.98117,                0.62381,                0.72776,                0.69631,                0.42474,                 1.2805,                 1.1388,                 1.0283,              0.0004765,              0.0004765,              0.0004765
                    122,                 1.0952,                0.85678,                0.98871,                0.65841,                0.70803,                0.71369,                0.42856,                 1.2779,                 1.1697,                 1.0232,             0.00047526,             0.00047526,             0.00047526
                    123,                 1.1088,                0.88626,                0.99521,                0.66194,                0.71037,                0.70848,                0.44005,                 1.2293,                 1.1464,                 1.0183,             0.00047402,             0.00047402,             0.00047402
                    124,                    1.1,                0.87752,                 0.9789,                0.66754,                0.70863,                0.71549,                0.44054,                 1.2836,                 1.1974,                 1.0452,             0.00047279,             0.00047279,             0.00047279
                    125,                  1.067,                0.86761,                0.98576,                0.66623,                0.70129,                 0.7042,                0.42996,                 1.3336,                 1.2209,                 1.0566,             0.00047155,             0.00047155,             0.00047155
                    126,                 1.1321,                0.90579,                0.98606,                0.65523,                0.70375,                0.68383,                0.41686,                 1.3101,                 1.2341,                 1.0517,             0.00047031,             0.00047031,             0.00047031
                    127,                 1.1041,                0.87101,                0.98778,                0.63516,                0.68923,                0.68979,                0.42008,                 1.2384,                 1.2411,                 1.0357,             0.00046908,             0.00046908,             0.00046908
                    128,                 1.0709,                0.85959,                0.98236,                0.57164,                0.82358,                0.69201,                0.42731,                 1.2433,                 1.2435,                 1.0399,             0.00046784,             0.00046784,             0.00046784
                    129,                 1.1065,                0.84047,                0.98983,                0.58121,                0.83038,                0.70017,                0.42591,                 1.2443,                 1.1997,                 1.0375,              0.0004666,              0.0004666,              0.0004666
                    130,                 1.1016,                0.86619,                0.98996,                0.63956,                0.76528,                0.71187,                0.43082,                 1.2534,                  1.144,                  1.031,             0.00046536,             0.00046536,             0.00046536
                    131,                 1.0989,                 0.8633,                 0.9868,                 0.6507,                0.76474,                0.71609,                0.44042,                 1.2389,                 1.1062,                 1.0312,             0.00046413,             0.00046413,             0.00046413
                    132,                 1.1019,                 0.8594,                0.98665,                0.71755,                0.70802,                0.70635,                0.43447,                 1.2489,                 1.0981,                 1.0276,             0.00046289,             0.00046289,             0.00046289
                    133,                 1.0547,                0.83322,                0.96986,                0.70422,                0.69691,                0.70052,                0.43237,                 1.2551,                 1.1169,                 1.0385,             0.00046165,             0.00046165,             0.00046165
                    134,                 1.0822,                0.82234,                0.97668,                0.65271,                 0.7428,                0.69803,                 0.4388,                  1.245,                 1.1359,                 1.0433,             0.00046041,             0.00046041,             0.00046041
                    135,                 1.0791,                0.85255,                0.98183,                 0.5974,                0.77162,                0.69314,                0.43827,                 1.2573,                  1.147,                 1.0494,             0.00045918,             0.00045918,             0.00045918
                    136,                 1.0728,                0.83996,                0.97976,                0.67622,                0.69418,                0.71224,                0.44219,                 1.2859,                 1.1659,                 1.0524,             0.00045794,             0.00045794,             0.00045794
                    137,                 1.0937,                0.85933,                0.98333,                0.61742,                0.76221,                0.70545,                0.43438,                 1.2834,                  1.167,                  1.054,              0.0004567,              0.0004567,              0.0004567
                    138,                 1.0741,                0.85259,                0.99075,                0.65204,                0.68096,                0.68885,                0.42068,                 1.3675,                 1.2477,                 1.0696,             0.00045546,             0.00045546,             0.00045546
                    139,                 1.0957,                 0.8308,                0.98815,                0.76512,                0.62006,                0.68219,                0.41098,                 1.3695,                 1.2635,                 1.0581,             0.00045422,             0.00045422,             0.00045422
                    140,                 1.0534,                0.80901,                0.96681,                0.65332,                0.70954,                0.67457,                0.40348,                 1.3663,                 1.2467,                 1.0497,             0.00045299,             0.00045299,             0.00045299
                    141,                 1.0643,                0.82563,                0.98761,                0.69804,                0.64341,                0.67514,                0.41202,                 1.3543,                 1.2346,                 1.0491,             0.00045175,             0.00045175,             0.00045175
                    142,                 1.0736,                 0.8132,                 0.9742,                0.65332,                0.72664,                0.70864,                0.43389,                 1.2896,                 1.1734,                 1.0332,             0.00045051,             0.00045051,             0.00045051
                    143,                 1.0431,                 0.8244,                0.97089,                0.66669,                0.73863,                0.72664,                0.45237,                 1.2336,                 1.1126,                 1.0306,             0.00044927,             0.00044927,             0.00044927
                    144,                 1.0344,                0.80605,                0.97814,                0.63755,                 0.7721,                0.72628,                0.46152,                 1.2078,                  1.105,                 1.0198,             0.00044804,             0.00044804,             0.00044804
                    145,                 1.0704,                0.84324,                0.98004,                 0.6649,                 0.7618,                0.72806,                0.46168,                 1.2063,                 1.1095,                 1.0232,              0.0004468,              0.0004468,              0.0004468
                    146,                 1.0593,                0.79536,                0.96202,                0.68364,                0.71679,                0.71238,                0.43676,                 1.2478,                 1.1902,                 1.0664,             0.00044556,             0.00044556,             0.00044556
                    147,                 1.0479,                0.79644,                0.97182,                0.65246,                0.72625,                0.69264,                0.42809,                 1.2535,                 1.1964,                 1.0927,             0.00044433,             0.00044433,             0.00044433
                    148,                 1.0406,                0.80047,                0.96368,                0.67877,                 0.7039,                0.69917,                0.42834,                 1.2728,                  1.196,                 1.0573,             0.00044309,             0.00044309,             0.00044309
                    149,                 1.0546,                0.84771,                0.98404,                0.69011,                 0.7097,                0.70072,                0.42644,                 1.3127,                 1.2464,                 1.0562,             0.00044185,             0.00044185,             0.00044185
                    150,                 1.0618,                0.82198,                 0.9763,                0.69658,                0.67301,                0.66555,                0.39329,                 1.4514,                  1.332,                 1.0819,             0.00044061,             0.00044061,             0.00044061
                    151,                 1.0562,                 0.8471,                0.97037,                0.68673,                0.70012,                 0.6697,                0.39011,                 1.4146,                 1.2888,                 1.0744,             0.00043937,             0.00043937,             0.00043937
                    152,                 1.0702,                0.80111,                0.96661,                0.67231,                0.76649,                0.69872,                0.41687,                 1.3571,                 1.2349,                 1.0772,             0.00043814,             0.00043814,             0.00043814
