                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.0325,                0.80239,                0.97253,                0.70033,                0.75565,                0.72993,                0.45558,                 1.2237,                 1.0965,                 1.0519,              0.0004369,              0.0004369,              0.0004369
                    154,                 1.0583,                0.81508,                0.97285,                0.67916,                0.77532,                0.72497,                0.44629,                 1.2321,                 1.1045,                 1.0515,             0.00043566,             0.00043566,             0.00043566
                    155,                 1.0522,                0.78773,                0.96076,                0.66627,                0.78124,                  0.718,                0.43961,                 1.2505,                 1.1041,                 1.0551,             0.00043442,             0.00043442,             0.00043442
                    156,                 1.0377,                0.82383,                0.97393,                0.67039,                0.77997,                0.72561,                0.45114,                 1.2539,                 1.1059,                 1.0577,             0.00043319,             0.00043319,             0.00043319
                    157,                 1.0869,                0.80581,                 0.9782,                0.67133,                0.77824,                 0.7289,                0.45283,                 1.2709,                 1.0995,                 1.0669,             0.00043195,             0.00043195,             0.00043195
                    158,                 1.0564,                0.82998,                0.99247,                0.68224,                0.78071,                0.73977,                 0.4471,                 1.3444,                 1.0927,                 1.0982,             0.00043071,             0.00043071,             0.00043071
                    159,                 1.0399,                0.79862,                0.96992,                0.70362,                0.75908,                0.74607,                0.45604,                 1.2984,                 1.0961,                 1.0728,             0.00042948,             0.00042948,             0.00042948
                    160,                 1.0541,                0.81138,                0.96903,                0.71038,                0.78075,                0.74844,                  0.461,                 1.2557,                 1.0948,                 1.0619,             0.00042824,             0.00042824,             0.00042824
                    161,                 1.0551,                0.82283,                0.97761,                0.69006,                0.78595,                0.74558,                 0.4577,                 1.2648,                 1.1059,                  1.063,               0.000427,               0.000427,               0.000427
                    162,                 1.0774,                0.81601,                0.97766,                0.73301,                0.76226,                0.74617,                0.44676,                 1.2552,                 1.0814,                 1.0618,             0.00042576,             0.00042576,             0.00042576
                    163,                 1.0262,                0.80072,                0.97209,                0.70998,                 0.7687,                0.74402,                0.44023,                 1.2632,                 1.0891,                  1.062,             0.00042452,             0.00042452,             0.00042452
                    164,                 1.0327,                0.81112,                0.98925,                0.69266,                0.77182,                0.73489,                0.44196,                 1.2647,                 1.1293,                 1.0471,             0.00042329,             0.00042329,             0.00042329
                    165,                 1.0452,                0.79937,                0.96431,                0.69157,                0.80516,                0.74506,                 0.4558,                 1.2568,                 1.1061,                 1.0428,             0.00042205,             0.00042205,             0.00042205
                    166,                  1.058,                0.80712,                0.96253,                  0.695,                0.78272,                0.71579,                0.44129,                 1.2404,                 1.0677,                 1.0494,             0.00042081,             0.00042081,             0.00042081
                    167,                 1.0155,                0.77982,                0.96082,                 0.6526,                 0.8101,                0.70833,                0.43205,                 1.2884,                 1.0917,                  1.081,             0.00041957,             0.00041957,             0.00041957
                    168,                 1.0308,                0.81609,                 0.9738,                0.70352,                0.79023,                0.73171,                0.44794,                 1.2704,                 1.0759,                 1.0785,             0.00041834,             0.00041834,             0.00041834
                    169,                 1.0292,                0.79969,                0.97624,                 0.6973,                0.82132,                0.74043,                0.46077,                 1.2771,                 1.0613,                 1.0644,              0.0004171,              0.0004171,              0.0004171
                    170,                 1.0972,                0.80775,                0.96889,                0.66993,                0.82101,                0.72783,                0.45157,                 1.3281,                 1.1536,                 1.0712,             0.00041586,             0.00041586,             0.00041586
                    171,                 1.0368,                0.79837,                0.97229,                0.66937,                0.78672,                0.71745,                0.44657,                 1.3257,                 1.1521,                 1.0773,             0.00041462,             0.00041462,             0.00041462
                    172,                 1.0614,                0.79129,                0.96582,                0.71315,                 0.7391,                0.71777,                0.41568,                 1.3906,                 1.1489,                 1.1043,             0.00041339,             0.00041339,             0.00041339
                    173,                 1.1003,                0.83833,                0.98826,                0.72294,                0.70685,                0.71882,                0.42397,                 1.3742,                 1.1525,                 1.1004,             0.00041215,             0.00041215,             0.00041215
                    174,                  1.081,                0.83054,                0.98181,                0.72116,                0.70243,                0.71928,                 0.4336,                 1.3136,                 1.1129,                 1.0752,             0.00041091,             0.00041091,             0.00041091
                    175,                 1.0228,                0.78375,                0.96519,                0.70107,                0.74853,                 0.7289,                0.43205,                 1.3467,                 1.1276,                 1.0823,             0.00040968,             0.00040968,             0.00040968
                    176,                 1.0398,                0.78518,                0.96276,                0.72284,                0.73735,                0.74202,                0.44637,                 1.3184,                 1.1401,                 1.0895,             0.00040844,             0.00040844,             0.00040844
                    177,                 1.0314,                0.75974,                0.95771,                0.74141,                0.71448,                0.74042,                0.45182,                 1.3056,                 1.1376,                 1.0902,              0.0004072,              0.0004072,              0.0004072
                    178,                 1.0153,                0.76066,                0.96534,                0.76714,                0.69225,                  0.739,                0.44113,                 1.3096,                 1.1546,                 1.0782,             0.00040596,             0.00040596,             0.00040596
                    179,                0.99567,                0.75253,                0.96234,                0.72345,                0.73037,                0.72137,                0.44186,                 1.3096,                 1.1471,                 1.0804,             0.00040473,             0.00040473,             0.00040473
                    180,                 1.0245,                0.77114,                0.96812,                 0.7001,                 0.7771,                 0.7312,                0.44961,                  1.344,                 1.1068,                 1.0938,             0.00040349,             0.00040349,             0.00040349
                    181,                0.99556,                 0.7542,                0.96279,                0.68512,                0.78415,                0.73666,                0.45784,                 1.3502,                 1.0849,                 1.0939,             0.00040225,             0.00040225,             0.00040225
                    182,                0.99666,                0.76053,                0.95885,                0.69413,                 0.7908,                0.74051,                0.45875,                 1.2868,                 1.0375,                 1.0631,             0.00040101,             0.00040101,             0.00040101
                    183,                  1.003,                0.76481,                0.96698,                0.69519,                0.77054,                0.73727,                0.45116,                 1.3072,                 1.0692,                  1.061,             0.00039978,             0.00039978,             0.00039978
                    184,                 1.0225,                0.79295,                0.95577,                0.71081,                0.74505,                0.74529,                0.45017,                 1.3256,                 1.1355,                 1.0637,             0.00039854,             0.00039854,             0.00039854
                    185,                0.98869,                0.75956,                 0.9602,                0.71103,                0.75693,                0.75149,                0.46248,                 1.3268,                 1.1392,                 1.0661,              0.0003973,              0.0003973,              0.0003973
                    186,                0.99598,                0.75473,                  0.958,                0.72553,                0.76361,                0.74405,                0.45908,                 1.3748,                 1.1418,                 1.0756,             0.00039606,             0.00039606,             0.00039606
                    187,                0.98941,                0.74367,                0.95088,                 0.7237,                0.76712,                0.74708,                0.46246,                 1.3472,                 1.1281,                 1.0704,             0.00039483,             0.00039483,             0.00039483
                    188,                 1.0022,                0.76131,                0.95263,                0.75088,                0.74059,                0.74685,                0.44919,                 1.3307,                 1.1282,                 1.0647,             0.00039359,             0.00039359,             0.00039359
                    189,                 1.0116,                0.73508,                0.94624,                0.74536,                0.74835,                0.74951,                0.45214,                 1.3439,                 1.1224,                 1.0687,             0.00039235,             0.00039235,             0.00039235
                    190,                 1.0073,                0.76277,                0.96158,                0.68981,                0.78866,                0.74896,                0.45517,                 1.3119,                 1.0902,                 1.0588,             0.00039111,             0.00039111,             0.00039111
                    191,                 1.0174,                 0.7666,                0.96512,                0.70072,                0.81988,                 0.7592,                 0.4669,                 1.2985,                 1.0539,                 1.0575,             0.00038988,             0.00038988,             0.00038988
                    192,                 1.0039,                 0.7592,                0.96778,                0.70727,                0.80834,                0.75558,                0.46739,                 1.2876,                 1.0615,                 1.0761,             0.00038864,             0.00038864,             0.00038864
                    193,                0.98921,                0.74539,                0.95377,                0.69604,                0.78672,                0.73735,                0.45769,                 1.3337,                 1.0844,                 1.1158,              0.0003874,              0.0003874,              0.0003874
                    194,                0.99857,                0.75983,                0.95885,                0.70326,                0.75826,                0.71879,                 0.4466,                 1.3533,                 1.1249,                 1.1091,             0.00038616,             0.00038616,             0.00038616
                    195,                0.98176,                0.74676,                0.95652,                0.70534,                0.78465,                0.73281,                0.45862,                 1.2996,                 1.1257,                 1.0868,             0.00038492,             0.00038492,             0.00038492
                    196,                0.98207,                0.73045,                0.94397,                0.69811,                0.78536,                0.73552,                0.45698,                 1.2996,                  1.123,                 1.0866,             0.00038369,             0.00038369,             0.00038369
                    197,                0.97081,                0.73486,                0.96738,                 0.7125,                0.77171,                0.74143,                0.45926,                 1.2978,                 1.0982,                 1.0778,             0.00038245,             0.00038245,             0.00038245
                    198,                 1.0247,                0.77316,                 0.9644,                0.69996,                 0.7646,                0.73573,                0.45195,                 1.3046,                 1.1027,                 1.0609,             0.00038121,             0.00038121,             0.00038121
                    199,                0.99425,                0.76886,                0.97195,                0.68592,                0.73778,                 0.7191,                0.43617,                 1.3432,                  1.137,                 1.0701,             0.00037997,             0.00037997,             0.00037997
                    200,                  1.011,                0.75361,                0.95521,                0.67112,                0.76353,                0.71568,                0.41966,                 1.3694,                  1.131,                 1.0794,             0.00037874,             0.00037874,             0.00037874
                    201,                  0.998,                0.74953,                0.96378,                0.68273,                0.76363,                0.71925,                0.42293,                 1.3323,                  1.092,                 1.0826,              0.0003775,              0.0003775,              0.0003775
                    202,                0.97057,                0.72836,                0.95653,                0.69137,                0.76679,                0.72881,                0.45552,                  1.271,                 1.0628,                  1.097,             0.00037626,             0.00037626,             0.00037626
                    203,                 0.9785,                0.73309,                0.94731,                0.69857,                0.75474,                0.73156,                0.45419,                  1.278,                 1.0844,                 1.1034,             0.00037503,             0.00037503,             0.00037503
                    204,                0.99931,                0.74651,                0.94147,                0.72771,                0.69697,                0.73049,                0.44398,                 1.2967,                 1.1184,                 1.0991,             0.00037379,             0.00037379,             0.00037379
                    205,                 0.9816,                0.72262,                0.94711,                0.70548,                0.72362,                0.72747,                0.43946,                 1.3174,                 1.1249,                 1.0933,             0.00037255,             0.00037255,             0.00037255
                    206,                0.94919,                0.72643,                0.95032,                0.70372,                0.71174,                 0.7219,                0.42766,                 1.3576,                 1.1462,                 1.0906,             0.00037131,             0.00037131,             0.00037131
                    207,                0.96389,                0.71423,                0.95936,                0.72332,                0.70559,                0.72535,                0.42574,                 1.3536,                 1.1563,                  1.087,             0.00037008,             0.00037008,             0.00037008
                    208,                0.95286,                0.71551,                0.94143,                0.66333,                  0.755,                0.72039,                0.42602,                 1.3379,                 1.1488,                 1.0849,             0.00036884,             0.00036884,             0.00036884
                    209,                0.94785,                0.71905,                0.94126,                0.66286,                0.76129,                0.71827,                0.42732,                 1.3446,                 1.1618,                 1.0864,              0.0003676,              0.0003676,              0.0003676
                    210,                0.93514,                0.70384,                0.94555,                0.70411,                0.71466,                0.72032,                0.43095,                 1.3406,                 1.1633,                 1.0796,             0.00036636,             0.00036636,             0.00036636
                    211,                0.97251,                0.71214,                0.94776,                0.67867,                0.75519,                0.72431,                0.43791,                 1.3386,                  1.156,                 1.0799,             0.00036513,             0.00036513,             0.00036513
                    212,                0.97412,                0.71203,                0.94921,                0.71647,                0.72622,                0.72625,                0.44047,                 1.3352,                 1.1382,                 1.0814,             0.00036389,             0.00036389,             0.00036389
                    213,                0.93242,                0.69913,                0.94088,                0.72182,                0.75062,                0.73639,                0.44122,                  1.339,                   1.12,                 1.0883,             0.00036265,             0.00036265,             0.00036265
                    214,                0.95053,                0.71119,                0.94822,                0.71091,                0.73581,                0.72967,                0.44372,                 1.3382,                 1.1073,                 1.0885,             0.00036141,             0.00036141,             0.00036141
                    215,                0.95485,                  0.719,                 0.9476,                0.70632,                0.75238,                0.72646,                0.44385,                 1.3245,                 1.0903,                 1.0831,             0.00036018,             0.00036018,             0.00036018
                    216,                0.93827,                0.70637,                0.94193,                0.65619,                 0.8227,                0.73423,                0.44334,                 1.3313,                 1.0796,                 1.0865,             0.00035894,             0.00035894,             0.00035894
                    217,                0.93512,                0.69262,                0.94411,                0.68016,                0.76543,                0.72891,                0.43937,                 1.3519,                 1.0774,                 1.0879,              0.0003577,              0.0003577,              0.0003577
                    218,                0.94045,                0.70901,                0.94207,                0.70209,                0.73803,                0.72937,                0.44094,                 1.3716,                  1.072,                 1.0977,             0.00035646,             0.00035646,             0.00035646
                    219,                0.94968,                0.69701,                0.93244,                0.70393,                0.75874,                0.74288,                 0.4507,                 1.3731,                 1.0666,                 1.0946,             0.00035523,             0.00035523,             0.00035523
                    220,                0.94372,                0.68451,                0.93658,                0.70196,                0.77853,                0.75272,                0.45707,                 1.3339,                 1.0532,                 1.0836,             0.00035399,             0.00035399,             0.00035399
                    221,                0.95637,                0.70766,                  0.939,                0.70397,                0.78935,                0.74508,                0.45158,                 1.3301,                 1.0648,                 1.0806,             0.00035275,             0.00035275,             0.00035275
                    222,                 0.9402,                0.69694,                0.93637,                0.71648,                0.77501,                0.73029,                0.44625,                 1.3291,                 1.0588,                 1.0777,             0.00035151,             0.00035151,             0.00035151
                    223,                0.94681,                0.70747,                0.94141,                0.72748,                0.76415,                0.72616,                0.44362,                 1.3435,                 1.0672,                 1.0757,             0.00035028,             0.00035028,             0.00035028
                    224,                0.96358,                0.70947,                0.94936,                0.73099,                0.73151,                0.71444,                 0.4305,                 1.3539,                 1.0975,                 1.0782,             0.00034904,             0.00034904,             0.00034904
                    225,                0.95996,                0.71948,                0.94467,                0.69614,                0.73738,                0.71174,                  0.441,                 1.3305,                 1.0857,                 1.0741,              0.0003478,              0.0003478,              0.0003478
                    226,                0.95003,                0.70849,                0.95117,                0.69941,                0.73259,                0.71985,                0.44673,                 1.3244,                 1.0974,                 1.0896,             0.00034656,             0.00034656,             0.00034656
                    227,                0.93892,                0.68483,                0.94642,                0.68919,                0.73287,                0.71433,                0.44465,                 1.3216,                 1.1117,                 1.0867,             0.00034533,             0.00034533,             0.00034533
                    228,                0.94171,                 0.6913,                 0.9445,                0.72239,                0.73563,                0.73357,                0.44301,                 1.3525,                 1.1305,                 1.0951,             0.00034409,             0.00034409,             0.00034409
                    229,                0.95788,                0.70008,                0.94828,                0.74044,                0.70873,                0.72629,                0.43046,                 1.3547,                 1.1339,                 1.1015,             0.00034285,             0.00034285,             0.00034285
                    230,                0.97809,                0.72118,                0.94684,                0.68105,                0.71097,                0.71399,                0.42095,                 1.3623,                 1.1438,                 1.1065,             0.00034161,             0.00034161,             0.00034161
                    231,                0.92579,                0.68958,                0.94088,                0.66959,                0.68796,                0.70166,                0.41844,                 1.3693,                 1.1529,                 1.1116,             0.00034038,             0.00034038,             0.00034038
                    232,                0.94932,                0.71171,                0.94499,                0.64723,                0.70176,                0.68437,                0.39997,                 1.3844,                 1.1825,                 1.1168,             0.00033914,             0.00033914,             0.00033914
                    233,                0.91751,                  0.675,                0.94174,                0.62946,                0.73147,                0.68841,                0.40299,                 1.3862,                 1.1783,                 1.1272,              0.0003379,              0.0003379,              0.0003379
                    234,                0.90566,                0.68271,                0.93542,                0.66514,                0.73631,                0.69213,                0.40588,                 1.4066,                 1.1675,                 1.1466,             0.00033666,             0.00033666,             0.00033666
                    235,                 0.9043,                0.67772,                0.93676,                0.68186,                0.74666,                 0.6998,                0.41702,                 1.3999,                 1.1529,                 1.1491,             0.00033543,             0.00033543,             0.00033543
                    236,                0.90856,                0.68519,                 0.9413,                0.70588,                0.72975,                0.69175,                0.41813,                 1.3807,                 1.1306,                 1.1487,             0.00033419,             0.00033419,             0.00033419
                    237,                0.91188,                0.68739,                0.93249,                0.68703,                0.74588,                0.68524,                0.41827,                 1.3745,                 1.1187,                 1.1418,             0.00033295,             0.00033295,             0.00033295
                    238,                0.92936,                0.69902,                0.94576,                 0.7156,                0.73797,                0.70455,                0.43129,                  1.347,                 1.1196,                 1.1251,             0.00033171,             0.00033171,             0.00033171
                    239,                0.91881,                0.69229,                 0.9346,                0.71411,                0.73356,                 0.7115,                0.43362,                 1.3411,                 1.1115,                 1.1227,             0.00033047,             0.00033047,             0.00033047
                    240,                0.93636,                0.69764,                0.95217,                0.67436,                 0.7738,                0.70451,                 0.4286,                 1.3484,                 1.1303,                  1.117,             0.00032924,             0.00032924,             0.00032924
                    241,                0.91617,                0.69581,                 0.9383,                0.66949,                0.76148,                0.70434,                0.42826,                 1.3498,                 1.1455,                 1.1141,               0.000328,               0.000328,               0.000328
                    242,                0.92899,                0.67057,                0.93505,                0.68806,                0.74224,                0.71177,                0.42439,                 1.3593,                 1.1598,                 1.1129,             0.00032676,             0.00032676,             0.00032676
                    243,                 0.9153,                0.67331,                0.93834,                0.68991,                0.73905,                0.71232,                0.42511,                 1.3853,                 1.1514,                  1.122,             0.00032553,             0.00032553,             0.00032553
