                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.2698,                  1.192,                 1.0464,                0.62782,                 0.6916,                 0.6793,                0.41174,                 1.2445,                 1.2106,                 1.0773,             0.00054456,             0.00054456,             0.00054456
                     67,                 1.2706,                 1.1803,                 1.0316,                0.60739,                 0.7186,                 0.6792,                0.41037,                 1.2386,                 1.1917,                 1.0635,             0.00054332,             0.00054332,             0.00054332
                     68,                 1.2492,                 1.1277,                 1.0193,                0.59462,                0.70976,                 0.6883,                0.42137,                 1.2317,                 1.1848,                 1.0508,             0.00054209,             0.00054209,             0.00054209
                     69,                 1.2372,                 1.1462,                 1.0254,                0.59578,                0.70388,                 0.6965,                0.42116,                 1.2658,                 1.2188,                 1.0626,             0.00054085,             0.00054085,             0.00054085
                     70,                 1.2305,                 1.1344,                 1.0161,                0.62246,                0.73582,                0.67368,                0.41247,                 1.2384,                 1.2725,                 1.0556,             0.00053961,             0.00053961,             0.00053961
                     71,                 1.2018,                 1.1181,                 1.0259,                0.64606,                0.73414,                0.67525,                0.41896,                 1.2412,                 1.2929,                   1.05,             0.00053838,             0.00053838,             0.00053838
                     72,                 1.1992,                 1.1214,                 1.0212,                0.64214,                0.68926,                0.68397,                0.41324,                 1.2515,                 1.3553,                  1.058,             0.00053714,             0.00053714,             0.00053714
                     73,                 1.2257,                 1.1714,                 1.0307,                0.64467,                0.71528,                 0.6974,                0.42179,                 1.2406,                 1.2583,                 1.0632,              0.0005359,              0.0005359,              0.0005359
                     74,                 1.2122,                 1.1247,                 1.0293,                0.64994,                0.75741,                0.70418,                0.42533,                  1.245,                 1.2331,                 1.0645,             0.00053466,             0.00053466,             0.00053466
                     75,                 1.2098,                 1.1038,                 1.0201,                0.66529,                0.73944,                0.71183,                0.43211,                 1.2475,                 1.2626,                 1.0566,             0.00053343,             0.00053343,             0.00053343
                     76,                 1.1984,                 1.0916,                 1.0095,                0.64503,                0.72955,                0.71656,                0.43544,                 1.2589,                 1.2464,                 1.0525,             0.00053219,             0.00053219,             0.00053219
                     77,                 1.2248,                 1.1026,                 1.0164,                0.60609,                0.74799,                0.70793,                0.42895,                 1.2552,                 1.2633,                 1.0465,             0.00053095,             0.00053095,             0.00053095
                     78,                  1.208,                 1.1144,                 1.0241,                0.61561,                0.74484,                0.70201,                0.42475,                  1.267,                 1.2351,                 1.0534,             0.00052971,             0.00052971,             0.00052971
                     79,                 1.2079,                 1.0771,                 1.0236,                0.65267,                0.73578,                0.71158,                0.41746,                  1.258,                  1.236,                 1.0555,             0.00052848,             0.00052848,             0.00052848
                     80,                 1.2307,                 1.0859,                 1.0194,                0.61154,                0.76986,                  0.696,                0.41533,                 1.2679,                 1.2612,                 1.0719,             0.00052724,             0.00052724,             0.00052724
                     81,                 1.2026,                 1.0574,                 1.0159,                0.60677,                0.76167,                0.67999,                 0.4089,                 1.3341,                 1.3284,                 1.1149,               0.000526,               0.000526,               0.000526
                     82,                 1.1708,                 1.0488,                 1.0131,                 0.6348,                0.72061,                0.68873,                0.42057,                 1.2282,                 1.1919,                 1.0643,             0.00052476,             0.00052476,             0.00052476
                     83,                 1.1962,                 1.0493,                 1.0101,                0.66633,                0.70007,                0.70724,                0.43705,                 1.2228,                  1.156,                 1.0453,             0.00052352,             0.00052352,             0.00052352
                     84,                 1.2279,                 1.1311,                 1.0371,                0.65427,                0.69949,                0.69294,                0.41238,                  1.284,                 1.2346,                 1.0401,             0.00052229,             0.00052229,             0.00052229
                     85,                 1.2168,                 1.0882,                 1.0152,                  0.618,                0.71757,                0.69129,                0.39889,                 1.3468,                 1.2371,                 1.0457,             0.00052105,             0.00052105,             0.00052105
                     86,                 1.2107,                 1.0964,                 1.0014,                0.60115,                0.74558,                0.68723,                0.40849,                 1.3402,                 1.1887,                 1.0544,             0.00051981,             0.00051981,             0.00051981
                     87,                 1.1877,                 1.0451,                 1.0102,                0.59401,                0.76598,                0.69831,                0.42352,                  1.251,                 1.1847,                  1.037,             0.00051858,             0.00051858,             0.00051858
                     88,                  1.211,                 1.0689,                 1.0214,                0.59206,                0.73066,                0.68779,                0.42501,                 1.2474,                 1.2429,                 1.0367,             0.00051734,             0.00051734,             0.00051734
                     89,                 1.2802,                 1.0713,                 1.0211,                0.63274,                 0.6997,                0.69767,                0.43111,                 1.2336,                  1.239,                 1.0344,              0.0005161,              0.0005161,              0.0005161
                     90,                 1.2134,                 1.0312,                 1.0238,                0.65719,                0.69546,                 0.6896,                0.42341,                 1.2292,                 1.1889,                 1.0433,             0.00051486,             0.00051486,             0.00051486
                     91,                 1.2352,                 1.0601,                 1.0211,                0.66589,                0.68035,                0.68582,                0.41288,                 1.2565,                 1.1876,                 1.0583,             0.00051363,             0.00051363,             0.00051363
                     92,                 1.2226,                 1.0519,                 1.0209,                0.67785,                0.69999,                0.69331,                0.42729,                 1.2299,                 1.1848,                 1.0682,             0.00051239,             0.00051239,             0.00051239
                     93,                 1.1902,                 1.0262,                 1.0155,                0.68147,                0.70664,                0.72292,                0.43965,                 1.2776,                 1.1506,                 1.0817,             0.00051115,             0.00051115,             0.00051115
                     94,                 1.2349,                 1.0303,                 1.0259,                0.66637,                0.78834,                 0.7328,                0.44244,                 1.2878,                 1.1558,                  1.089,             0.00050991,             0.00050991,             0.00050991
                     95,                 1.1731,                0.98855,                 1.0059,                0.68164,                0.81448,                0.72407,                 0.4472,                  1.243,                 1.1708,                 1.0635,             0.00050867,             0.00050867,             0.00050867
                     96,                 1.1452,                0.98659,                 1.0098,                0.68625,                0.75889,                 0.7186,                0.45153,                 1.2385,                 1.2871,                 1.0519,             0.00050744,             0.00050744,             0.00050744
                     97,                 1.1568,                0.99916,                 1.0215,                0.70082,                0.71969,                0.71185,                0.44271,                 1.2958,                 1.4037,                 1.0569,              0.0005062,              0.0005062,              0.0005062
                     98,                 1.2045,                 1.0073,                 1.0035,                0.70973,                0.67788,                 0.7134,                0.43843,                 1.3277,                 1.3976,                  1.065,             0.00050496,             0.00050496,             0.00050496
                     99,                 1.1745,                0.98777,                 1.0074,                0.67947,                0.70988,                0.71178,                0.44378,                 1.3323,                 1.3471,                 1.0689,             0.00050373,             0.00050373,             0.00050373
                    100,                 1.1714,                0.98165,                 1.0057,                0.69873,                0.76328,                0.74377,                0.45709,                 1.2678,                 1.1775,                 1.0541,             0.00050249,             0.00050249,             0.00050249
                    101,                 1.1753,                0.98367,                 1.0072,                0.71073,                0.78618,                0.75532,                0.46175,                 1.2467,                  1.132,                 1.0545,             0.00050125,             0.00050125,             0.00050125
                    102,                  1.164,                0.97584,                 1.0071,                0.67712,                0.78163,                0.74877,                0.45526,                 1.2508,                 1.2123,                 1.0459,             0.00050001,             0.00050001,             0.00050001
                    103,                 1.1784,                0.97303,                0.98833,                0.65685,                0.75241,                0.73164,                0.43924,                    1.3,                 1.2951,                 1.0522,             0.00049878,             0.00049878,             0.00049878
                    104,                 1.1552,                0.98169,                 1.0043,                0.64861,                0.71914,                0.71744,                0.44396,                 1.3052,                  1.348,                  1.046,             0.00049754,             0.00049754,             0.00049754
                    105,                 1.1551,                0.96028,                 1.0062,                0.65166,                 0.7127,                0.72718,                0.44549,                 1.2656,                 1.2755,                 1.0352,              0.0004963,              0.0004963,              0.0004963
                    106,                 1.1316,                0.96577,                0.98944,                0.64855,                0.77302,                0.74508,                 0.4595,                 1.2123,                 1.1544,                 1.0304,             0.00049506,             0.00049506,             0.00049506
                    107,                 1.1701,                0.97918,                 1.0096,                0.65413,                 0.8033,                0.74871,                0.46609,                 1.1888,                 1.1389,                 1.0393,             0.00049383,             0.00049383,             0.00049383
                    108,                  1.164,                0.95309,                 1.0003,                0.68978,                0.73935,                0.73579,                0.45501,                 1.2149,                 1.1943,                 1.0516,             0.00049259,             0.00049259,             0.00049259
                    109,                 1.1532,                0.95098,                0.99733,                0.71118,                0.71968,                0.73756,                0.46017,                 1.2112,                 1.1844,                 1.0498,             0.00049135,             0.00049135,             0.00049135
                    110,                 1.1553,                0.94124,                 1.0054,                0.70684,                0.70102,                0.72696,                0.45224,                 1.2266,                 1.1501,                 1.0533,             0.00049011,             0.00049011,             0.00049011
                    111,                 1.1181,                0.94993,                0.99834,                0.67966,                0.73137,                0.73148,                0.45157,                 1.2219,                  1.172,                  1.049,             0.00048888,             0.00048888,             0.00048888
                    112,                 1.1463,                0.94161,                0.99739,                0.64935,                0.79464,                0.72189,                0.44936,                  1.218,                 1.1547,                 1.0631,             0.00048764,             0.00048764,             0.00048764
                    113,                 1.1515,                0.95341,                0.99893,                0.66002,                0.77963,                0.71508,                 0.4353,                 1.2549,                  1.169,                 1.0754,              0.0004864,              0.0004864,              0.0004864
                    114,                 1.1552,                0.95018,                 0.9867,                0.65215,                0.75823,                0.70885,                0.42616,                 1.3202,                 1.2687,                 1.0976,             0.00048516,             0.00048516,             0.00048516
                    115,                 1.1848,                0.98208,                 1.0153,                0.67986,                 0.7392,                0.71468,                0.42602,                 1.2819,                 1.2411,                 1.0881,             0.00048393,             0.00048393,             0.00048393
                    116,                 1.1432,                 0.9771,                 1.0196,                0.66473,                0.78057,                0.73787,                0.44924,                 1.2405,                 1.1272,                  1.072,             0.00048269,             0.00048269,             0.00048269
                    117,                  1.153,                0.92432,                 1.0076,                0.69287,                0.76511,                0.75086,                0.45658,                 1.2268,                 1.1099,                 1.0678,             0.00048145,             0.00048145,             0.00048145
                    118,                 1.1049,                0.90093,                0.98501,                0.67774,                0.79345,                0.74423,                0.44033,                 1.2603,                 1.1322,                 1.0654,             0.00048021,             0.00048021,             0.00048021
                    119,                  1.143,                0.95617,                 1.0009,                0.66692,                0.80301,                0.74471,                0.44628,                  1.268,                 1.1348,                 1.0618,             0.00047898,             0.00047898,             0.00047898
                    120,                 1.1197,                 0.9141,                0.99238,                0.68888,                0.77234,                0.74389,                0.45997,                 1.2247,                 1.1486,                 1.0436,             0.00047774,             0.00047774,             0.00047774
                    121,                 1.1113,                0.89013,                0.99032,                0.66548,                0.80348,                0.74249,                0.45303,                 1.2468,                 1.1475,                 1.0592,              0.0004765,              0.0004765,              0.0004765
                    122,                 1.1179,                0.90527,                0.98592,                0.67541,                0.73917,                0.72828,                0.44674,                 1.2551,                 1.1603,                 1.0553,             0.00047526,             0.00047526,             0.00047526
                    123,                 1.1121,                0.90364,                0.98323,                0.68199,                0.72875,                0.73098,                0.45065,                 1.2299,                 1.1249,                 1.0517,             0.00047402,             0.00047402,             0.00047402
                    124,                 1.1213,                0.89628,                0.99026,                0.71984,                0.73182,                 0.7426,                0.46981,                 1.2125,                 1.0751,                 1.0371,             0.00047279,             0.00047279,             0.00047279
                    125,                 1.1098,                0.89772,                0.98378,                0.70348,                0.75682,                0.74016,                0.46904,                 1.2253,                 1.0603,                 1.0382,             0.00047155,             0.00047155,             0.00047155
                    126,                 1.1237,                0.91281,                0.98519,                0.72558,                0.75848,                0.72893,                0.44618,                 1.2743,                 1.0932,                 1.0393,             0.00047031,             0.00047031,             0.00047031
                    127,                 1.1235,                0.89824,                0.98826,                0.70989,                0.74263,                0.72303,                0.43774,                 1.2879,                 1.1311,                 1.0389,             0.00046908,             0.00046908,             0.00046908
                    128,                  1.109,                0.88294,                0.98063,                0.68059,                0.74866,                0.72742,                 0.4437,                 1.3381,                 1.2061,                 1.0608,             0.00046784,             0.00046784,             0.00046784
                    129,                 1.1131,                  0.886,                0.98624,                0.70454,                0.75371,                0.73129,                0.44111,                 1.2973,                  1.188,                 1.0498,              0.0004666,              0.0004666,              0.0004666
                    130,                 1.0926,                0.87233,                0.97415,                0.67829,                0.75928,                0.72607,                0.44339,                 1.2659,                 1.1275,                 1.0473,             0.00046536,             0.00046536,             0.00046536
                    131,                 1.1141,                0.89904,                 0.9856,                0.66331,                0.73973,                0.71141,                0.43601,                 1.2744,                 1.1206,                 1.0557,             0.00046413,             0.00046413,             0.00046413
                    132,                 1.1105,                0.86658,                0.97292,                0.67712,                 0.7563,                0.71357,                0.43848,                 1.2697,                 1.0992,                 1.0723,             0.00046289,             0.00046289,             0.00046289
                    133,                 1.0951,                0.84826,                0.97916,                0.68239,                0.76799,                0.71692,                0.43917,                 1.2821,                  1.088,                 1.0738,             0.00046165,             0.00046165,             0.00046165
                    134,                 1.0873,                0.85816,                0.97958,                0.72999,                0.77248,                 0.7491,                0.45727,                 1.2546,                 1.1214,                 1.0488,             0.00046041,             0.00046041,             0.00046041
                    135,                 1.1197,                0.90053,                0.98876,                0.70912,                0.79844,                 0.7504,                0.45796,                 1.2561,                 1.1317,                 1.0434,             0.00045918,             0.00045918,             0.00045918
                    136,                 1.0784,                0.86371,                0.98153,                0.66636,                0.78136,                0.74137,                 0.4561,                 1.2289,                 1.0903,                 1.0499,             0.00045794,             0.00045794,             0.00045794
                    137,                 1.0926,                0.85571,                0.96791,                 0.6674,                0.78874,                0.73178,                0.45661,                 1.2311,                 1.0919,                 1.0571,              0.0004567,              0.0004567,              0.0004567
                    138,                 1.0978,                0.86759,                0.97625,                0.68235,                0.72125,                0.72412,                0.46154,                 1.2037,                 1.1083,                 1.0415,             0.00045546,             0.00045546,             0.00045546
                    139,                 1.0787,                 0.8573,                0.98612,                0.69976,                0.69433,                0.72623,                0.45897,                  1.226,                 1.1181,                 1.0432,             0.00045422,             0.00045422,             0.00045422
                    140,                 1.1313,                0.86932,                0.99018,                0.69142,                0.72915,                0.72873,                0.45686,                 1.2552,                 1.0838,                 1.0616,             0.00045299,             0.00045299,             0.00045299
                    141,                 1.1177,                0.84583,                0.98792,                 0.7064,                0.75285,                0.74763,                0.46518,                 1.2426,                 1.0505,                 1.0599,             0.00045175,             0.00045175,             0.00045175
                    142,                 1.1026,                0.86997,                0.99639,                0.71718,                  0.784,                0.75351,                0.46633,                 1.2756,                 1.0547,                  1.046,             0.00045051,             0.00045051,             0.00045051
                    143,                 1.1023,                0.86018,                0.98119,                0.70655,                0.79779,                0.75916,                0.47469,                 1.2382,                 1.0525,                 1.0395,             0.00044927,             0.00044927,             0.00044927
                    144,                 1.1038,                0.86851,                0.97654,                0.66324,                0.79707,                 0.7373,                0.46349,                 1.2098,                 1.0727,                 1.0379,             0.00044804,             0.00044804,             0.00044804
                    145,                 1.1048,                0.85508,                0.98031,                0.65938,                0.77964,                0.72517,                0.45676,                 1.2234,                 1.0691,                 1.0462,              0.0004468,              0.0004468,              0.0004468
                    146,                 1.0664,                0.82802,                 0.9767,                0.66962,                0.80735,                0.71263,                0.45264,                 1.2066,                 1.0816,                 1.0344,             0.00044556,             0.00044556,             0.00044556
                    147,                 1.1079,                0.86353,                0.98553,                0.68088,                0.79184,                0.72443,                0.45968,                 1.2102,                 1.0792,                 1.0314,             0.00044433,             0.00044433,             0.00044433
                    148,                 1.0844,                0.82605,                0.97342,                0.72986,                0.75411,                  0.736,                0.45922,                 1.1968,                 1.0722,                 1.0346,             0.00044309,             0.00044309,             0.00044309
                    149,                 1.0413,                 0.8167,                0.97506,                0.73977,                0.73704,                0.73524,                0.46086,                 1.1909,                  1.074,                 1.0327,             0.00044185,             0.00044185,             0.00044185
                    150,                  1.049,                0.81592,                 0.9758,                0.69386,                0.79023,                0.74392,                0.47126,                 1.2188,                 1.0959,                 1.0322,             0.00044061,             0.00044061,             0.00044061
                    151,                  1.089,                0.81725,                0.97644,                0.69101,                0.79275,                0.73924,                0.46825,                 1.2389,                 1.1135,                 1.0345,             0.00043937,             0.00043937,             0.00043937
                    152,                 1.0539,                0.80559,                0.97417,                 0.6732,                0.79357,                0.72455,                0.45873,                 1.2373,                 1.1228,                 1.0439,             0.00043814,             0.00043814,             0.00043814
